link_id,from_node_id,to_node_id,built_cost,trans_cost,link_type,acting_link_id
1,1001,2001,19,0,2,1
2,1001,2002,24,0,2,2
3,1001,2003,15,0,2,3
4,1001,2004,14,0,2,4
5,1001,2005,26,0,2,5
6,1001,2006,21,0,2,6
7,1001,2007,28,0,2,7
8,1001,2008,12,0,2,8
9,1001,2009,21,0,2,9
10,1001,2010,10,0,2,10
11,1001,2011,26,0,2,11
12,1001,2012,10,0,2,12
13,1001,2013,12,0,2,13
14,1001,2014,26,0,2,14
15,1001,2015,11,0,2,15
16,1001,2016,18,0,2,16
17,1001,2017,19,0,2,17
18,1001,2018,21,0,2,18
19,1001,2019,27,0,2,19
20,1001,2020,15,0,2,20
21,1001,2021,11,0,2,21
22,1001,2022,22,0,2,22
23,1001,2023,12,0,2,23
24,1001,2024,28,0,2,24
25,1001,2025,28,0,2,25
26,1001,2026,10,0,2,26
27,1001,2027,12,0,2,27
28,1001,2028,23,0,2,28
29,1001,2029,20,0,2,29
30,1001,2030,24,0,2,30
31,1001,2031,18,0,2,31
32,1001,2032,13,0,2,32
33,1001,2033,13,0,2,33
34,1001,2034,11,0,2,34
35,1001,2035,27,0,2,35
36,1001,2036,18,0,2,36
37,1001,2037,10,0,2,37
38,1001,2038,13,0,2,38
39,1001,2039,13,0,2,39
40,1001,2040,26,0,2,40
41,1001,2041,10,0,2,41
42,1001,2042,22,0,2,42
43,1001,2043,25,0,2,43
44,1001,2044,25,0,2,44
45,1001,2045,27,0,2,45
46,1001,2046,20,0,2,46
47,1001,2047,22,0,2,47
48,1001,2048,22,0,2,48
49,1001,2049,13,0,2,49
50,1002,2001,26,0,2,50
51,1002,2002,19,0,2,51
52,1002,2003,10,0,2,52
53,1002,2004,29,0,2,53
54,1002,2005,13,0,2,54
55,1002,2006,24,0,2,55
56,1002,2007,16,0,2,56
57,1002,2008,23,0,2,57
58,1002,2009,10,0,2,58
59,1002,2010,26,0,2,59
60,1002,2011,23,0,2,60
61,1002,2012,21,0,2,61
62,1002,2013,22,0,2,62
63,1002,2014,19,0,2,63
64,1002,2015,10,0,2,64
65,1002,2016,17,0,2,65
66,1002,2017,25,0,2,66
67,1002,2018,17,0,2,67
68,1002,2019,23,0,2,68
69,1002,2020,20,0,2,69
70,1002,2021,10,0,2,70
71,1002,2022,22,0,2,71
72,1002,2023,28,0,2,72
73,1002,2024,22,0,2,73
74,1002,2025,10,0,2,74
75,1002,2026,17,0,2,75
76,1002,2027,10,0,2,76
77,1002,2028,16,0,2,77
78,1002,2029,12,0,2,78
79,1002,2030,10,0,2,79
80,1002,2031,10,0,2,80
81,1002,2032,27,0,2,81
82,1002,2033,27,0,2,82
83,1002,2034,24,0,2,83
84,1002,2035,19,0,2,84
85,1002,2036,20,0,2,85
86,1002,2037,16,0,2,86
87,1002,2038,20,0,2,87
88,1002,2039,23,0,2,88
89,1002,2040,13,0,2,89
90,1002,2041,12,0,2,90
91,1002,2042,15,0,2,91
92,1002,2043,17,0,2,92
93,1002,2044,12,0,2,93
94,1002,2045,17,0,2,94
95,1002,2046,23,0,2,95
96,1002,2047,23,0,2,96
97,1002,2048,10,0,2,97
98,1002,2049,15,0,2,98
99,1003,2001,23,0,2,99
100,1003,2002,24,0,2,100
101,1003,2003,28,0,2,101
102,1003,2004,22,0,2,102
103,1003,2005,20,0,2,103
104,1003,2006,10,0,2,104
105,1003,2007,22,0,2,105
106,1003,2008,27,0,2,106
107,1003,2009,20,0,2,107
108,1003,2010,23,0,2,108
109,1003,2011,11,0,2,109
110,1003,2012,13,0,2,110
111,1003,2013,17,0,2,111
112,1003,2014,21,0,2,112
113,1003,2015,21,0,2,113
114,1003,2016,30,0,2,114
115,1003,2017,16,0,2,115
116,1003,2018,24,0,2,116
117,1003,2019,28,0,2,117
118,1003,2020,14,0,2,118
119,1003,2021,23,0,2,119
120,1003,2022,18,0,2,120
121,1003,2023,30,0,2,121
122,1003,2024,10,0,2,122
123,1003,2025,14,0,2,123
124,1003,2026,12,0,2,124
125,1003,2027,13,0,2,125
126,1003,2028,30,0,2,126
127,1003,2029,21,0,2,127
128,1003,2030,28,0,2,128
129,1003,2031,15,0,2,129
130,1003,2032,25,0,2,130
131,1003,2033,21,0,2,131
132,1003,2034,30,0,2,132
