building_1,location_1,location_2,building_2,path
1001,2012,3012,4001,1.0
1001,2012,3012,4002,1.0
1001,2012,3012,4003,1.0
1001,2012,3012,4004,1.0
1001,2012,3012,4005,1.0
1001,2012,3012,4006,1.0
1001,2012,3012,4007,1.0
1001,2012,3012,4008,1.0
1001,2012,3012,4009,1.0
1001,2012,3012,4010,1.0
1001,2012,3012,4011,1.0
1001,2012,3012,4012,1.0
1001,2012,3012,4013,1.0
1001,2012,3012,4014,1.0
1001,2012,3012,4015,1.0
1001,2012,3012,4016,1.0
1001,2012,3012,4017,1.0
1001,2012,3012,4018,1.0
1001,2012,3012,4019,1.0
1001,2012,3012,4020,1.0
1002,2012,3012,4001,1.0
1002,2012,3012,4002,1.0
1002,2012,3012,4003,1.0
1002,2012,3012,4004,1.0
1002,2012,3012,4005,1.0
1002,2012,3012,4006,1.0
1002,2012,3012,4007,1.0
1002,2012,3012,4008,1.0
1002,2012,3012,4009,1.0
1002,2012,3012,4010,1.0
1002,2012,3012,4011,1.0
1002,2012,3012,4012,1.0
1002,2012,3012,4013,1.0
1002,2012,3012,4014,1.0
1002,2012,3012,4015,1.0
1002,2012,3012,4016,1.0
1002,2012,3012,4017,1.0
1002,2012,3012,4018,1.0
1002,2012,3012,4019,1.0
1002,2012,3012,4020,1.0
1003,2012,3012,4001,1.0
1003,2012,3012,4002,1.0
1003,2012,3012,4003,1.0
1003,2012,3012,4004,1.0
1003,2012,3012,4005,1.0
1003,2012,3012,4006,1.0
1003,2012,3012,4007,1.0
1003,2012,3012,4008,1.0
1003,2012,3012,4009,1.0
1003,2012,3012,4010,1.0
1003,2012,3012,4011,1.0
1003,2012,3012,4012,1.0
1003,2012,3012,4013,1.0
1003,2012,3012,4014,1.0
1003,2012,3012,4015,1.0
1003,2012,3012,4016,1.0
1003,2012,3012,4017,1.0
1003,2012,3012,4018,1.0
1003,2012,3012,4019,1.0
1003,2012,3012,4020,1.0
1004,2012,3012,4001,1.0
1004,2012,3012,4002,1.0
1004,2012,3012,4003,1.0
1004,2012,3012,4004,1.0
1004,2012,3012,4005,1.0
1004,2012,3012,4006,1.0
1004,2012,3012,4007,1.0
1004,2012,3012,4008,1.0
1004,2012,3012,4009,1.0
1004,2012,3012,4010,1.0
1004,2012,3012,4011,1.0
1004,2012,3012,4012,1.0
1004,2012,3012,4013,1.0
1004,2012,3012,4014,1.0
1004,2012,3012,4015,1.0
1004,2012,3012,4016,1.0
1004,2012,3012,4017,1.0
1004,2012,3012,4018,1.0
1004,2012,3012,4019,1.0
1004,2012,3012,4020,1.0
1005,2012,3012,4001,1.0
1005,2012,3012,4002,1.0
1005,2012,3012,4003,1.0
1005,2012,3012,4004,1.0
1005,2012,3012,4005,1.0
1005,2012,3012,4006,1.0
1005,2012,3012,4007,1.0
1005,2012,3012,4008,1.0
1005,2012,3012,4009,1.0
1005,2012,3012,4010,1.0
1005,2012,3012,4011,1.0
1005,2012,3012,4012,1.0
1005,2012,3012,4013,1.0
1005,2012,3012,4014,1.0
1005,2012,3012,4015,1.0
1005,2012,3012,4016,1.0
1005,2012,3012,4017,1.0
1005,2012,3012,4018,1.0
1005,2012,3012,4019,1.0
1005,2012,3012,4020,1.0
1006,2012,3012,4001,1.0
1006,2012,3012,4002,1.0
1006,2012,3012,4003,1.0
1006,2012,3012,4004,1.0
1006,2012,3012,4005,1.0
1006,2012,3012,4006,1.0
1006,2012,3012,4007,1.0
1006,2012,3012,4008,1.0
1006,2012,3012,4009,1.0
1006,2012,3012,4010,1.0
1006,2012,3012,4011,1.0
1006,2012,3012,4012,1.0
1006,2012,3012,4013,1.0
1006,2012,3012,4014,1.0
1006,2012,3012,4015,1.0
1006,2012,3012,4016,1.0
1006,2012,3012,4017,1.0
1006,2012,3012,4018,1.0
1006,2012,3012,4019,1.0
1006,2012,3012,4020,1.0
1007,2012,3012,4001,1.0
1007,2012,3012,4002,1.0
1007,2012,3012,4003,1.0
1007,2012,3012,4004,1.0
1007,2012,3012,4005,1.0
1007,2012,3012,4006,1.0
1007,2012,3012,4007,1.0
1007,2012,3012,4008,1.0
