building_1,location_1,location_2,building_2,assignment
1001,2031,3031,4001,3.0
1001,2031,3031,4002,4.0
1001,2031,3031,4003,8.0
1001,2031,3031,4004,4.0
1001,2031,3031,4005,3.0
1001,2031,3031,4006,10.0
1001,2031,3031,4007,4.0
1001,2031,3031,4008,6.0
1001,2031,3031,4009,9.0
1001,2031,3031,4011,7.0
1001,2031,3031,4012,2.0
1001,2031,3031,4013,2.0
1001,2031,3031,4016,3.0
1001,2031,3031,4017,6.0
1001,2031,3031,4018,5.0
1001,2031,3031,4019,2.0
1001,2031,3031,4020,5.0
1001,2031,3031,4021,4.0
1001,2031,3031,4022,1.0
1001,2031,3031,4023,3.0
1001,2031,3031,4024,6.0
1001,2031,3031,4025,3.0
1001,2031,3031,4026,3.0
1001,2031,3031,4027,2.0
1001,2031,3031,4028,1.0
1001,2031,3031,4029,9.0
1001,2031,3031,4030,9.0
1001,2031,3031,4032,6.0
1001,2031,3031,4033,8.0
1001,2031,3031,4034,3.0
1001,2031,3031,4035,6.0
1001,2031,3031,4036,3.0
1001,2031,3031,4037,6.0
1001,2031,3031,4038,4.0
1001,2031,3031,4040,5.0
1001,2031,3031,4041,7.0
1001,2031,3031,4042,6.0
1001,2031,3031,4043,2.0
1001,2031,3031,4044,1.0
1001,2031,3031,4045,10.0
1001,2031,3031,4046,5.0
1001,2031,3031,4047,3.0
1001,2031,3031,4048,10.0
1001,2031,3031,4049,10.0
1001,2031,3031,4051,2.0
1001,2031,3031,4052,7.0
1001,2031,3031,4053,6.0
1001,2031,3031,4054,3.0
1001,2031,3031,4055,2.0
1001,2031,3031,4057,6.0
1001,2031,3031,4058,8.0
1001,2031,3031,4059,4.0
1001,2031,3031,4060,3.0
1001,2031,3031,4061,2.0
1001,2031,3031,4062,10.0
1001,2031,3031,4063,9.0
1001,2031,3031,4064,4.0
1001,2031,3031,4065,4.0
1001,2031,3031,4066,8.0
1001,2031,3031,4067,5.0
1001,2031,3031,4068,5.0
1001,2031,3031,4069,10.0
1001,2031,3031,4070,10.0
1002,2031,3031,4001,9.0
1002,2031,3031,4002,9.0
1002,2031,3031,4003,9.0
1002,2031,3031,4004,3.0
1002,2031,3031,4005,2.0
1002,2031,3031,4006,1.0
1002,2031,3031,4007,1.0
1002,2031,3031,4008,1.0
1002,2031,3031,4009,5.0
1002,2031,3031,4010,2.0
1002,2031,3031,4011,6.0
1002,2031,3031,4012,7.0
1002,2031,3031,4013,7.0
1002,2031,3031,4014,3.0
1002,2031,3031,4015,4.0
1002,2031,3031,4016,9.0
1002,2031,3031,4020,9.0
1002,2031,3031,4021,6.0
1002,2031,3031,4022,7.0
1002,2031,3031,4024,3.0
1002,2031,3031,4025,1.0
1002,2031,3031,4026,1.0
1002,2031,3031,4027,7.0
1002,2031,3031,4028,6.0
1002,2031,3031,4029,3.0
1002,2031,3031,4030,9.0
1002,2031,3031,4031,9.0
1002,2031,3031,4032,1.0
1002,2031,3031,4033,4.0
1002,2031,3031,4034,4.0
1002,2031,3031,4035,6.0
1002,2031,3031,4036,10.0
1002,2031,3031,4038,3.0
1002,2031,3031,4039,5.0
1002,2031,3031,4040,7.0
1002,2031,3031,4041,4.0
1002,2031,3031,4042,8.0
1002,2031,3031,4043,2.0
1002,2031,3031,4045,8.0
1002,2031,3031,4046,5.0
1002,2031,3031,4047,2.0
1002,2031,3031,4048,6.0
1002,2031,3031,4049,8.0
1002,2031,3031,4050,2.0
1002,2031,3031,4051,8.0
1002,2031,3031,4052,6.0
1002,2031,3031,4053,8.0
1002,2031,3031,4054,10.0
1002,2031,3031,4055,9.0
1002,2031,3031,4056,1.0
1002,2031,3031,4057,10.0
1002,2031,3031,4058,2.0
1002,2031,3031,4059,4.0
1002,2031,3031,4060,1.0
1002,2031,3031,4061,7.0
1002,2031,3031,4063,9.0
1002,2031,3031,4066,7.0
1002,2031,3031,4067,3.0
1002,2031,3031,4068,5.0
1002,2031,3031,4069,5.0
1002,2031,3031,4070,7.0
1003,2031,3031,4001,3.0
1003,2031,3031,4003,2.0
1003,2031,3031,4004,3.0
1003,2031,3031,4005,1.0
1003,2031,3031,4006,1.0
1003,2031,3031,4007,1.0
1003,2031,3031,4008,10.0
1003,2031,3031,4009,4.0
1003,2031,3031,4010,9.0
1003,2031,3031,4011,6.0
1003,2031,3031,4012,2.0
1003,2031,3031,4013,5.0
1003,2031,3031,4014,7.0
1003,2031,3031,4016,3.0
1003,2031,3031,4017,1.0
1003,2031,3031,4018,2.0
1003,2031,3031,4019,2.0
1003,2031,3031,4020,8.0
1003,2031,3031,4021,2.0
1003,2031,3031,4022,3.0
1003,2031,3031,4023,6.0
1003,2031,3031,4025,3.0
1003,2031,3031,4026,5.0
1003,2031,3031,4028,6.0
1003,2031,3031,4029,4.0
1003,2031,3031,4032,9.0
1003,2031,3031,4033,5.0
1003,2031,3031,4034,6.0
1003,2031,3031,4035,6.0
1003,2031,3031,4036,7.0
1003,2031,3031,4037,10.0
1003,2031,3031,4039,9.0
1003,2031,3031,4040,1.0
