building_1,location_1,location_2,building_2,assignment
1001,2064,3040,4017,6.0
1001,2064,3043,4038,4.0
1001,2064,3059,4035,6.0
1001,2064,3060,4024,6.0
1001,2064,3060,4030,9.0
1001,2064,3060,4033,8.0
1001,2064,3061,4013,2.0
1001,2064,3061,4040,5.0
1001,2064,3062,4006,10.0
1001,2064,3062,4009,9.0
1001,2064,3062,4022,1.0
1001,2064,3062,4026,3.0
1001,2064,3062,4028,1.0
1001,2064,3062,4043,2.0
1001,2064,3063,4005,3.0
1001,2064,3063,4016,3.0
1001,2064,3063,4019,2.0
1001,2064,3063,4027,2.0
1001,2064,3063,4044,1.0
1001,2064,3063,4048,10.0
1001,2064,3063,4049,10.0
1001,2064,3064,4001,3.0
1001,2064,3064,4002,4.0
1001,2064,3064,4003,8.0
1001,2064,3064,4004,4.0
1001,2064,3064,4007,4.0
1001,2064,3064,4008,6.0
1001,2064,3064,4011,7.0
1001,2064,3064,4012,2.0
1001,2064,3064,4018,5.0
1001,2064,3064,4020,5.0
1001,2064,3064,4021,4.0
1001,2064,3064,4023,3.0
1001,2064,3064,4025,3.0
1001,2064,3064,4029,9.0
1001,2064,3064,4032,6.0
1001,2064,3064,4034,3.0
1001,2064,3064,4036,3.0
1001,2064,3064,4037,6.0
1001,2064,3064,4041,7.0
1001,2064,3064,4042,6.0
1001,2064,3064,4045,10.0
1001,2064,3064,4046,5.0
1001,2064,3064,4047,3.0
1002,2061,3040,4017,5.0
1002,2061,3057,4015,4.0
1002,2061,3059,4035,4.0
1002,2061,3060,4024,3.0
1002,2061,3060,4030,2.0
1002,2061,3060,4033,7.0
1002,2061,3061,4013,9.0
1002,2061,3061,4040,9.0
1002,2061,3062,4009,4.0
1002,2061,3062,4022,9.0
1002,2061,3062,4026,1.0
1002,2061,3062,4028,1.0
1002,2061,3063,4005,2.0
1002,2061,3063,4014,4.0
1002,2061,3063,4016,8.0
1002,2061,3063,4019,10.0
1002,2061,3063,4027,1.0
1002,2061,3063,4044,3.0
1002,2061,3063,4048,6.0
1002,2061,3063,4049,3.0
1002,2061,3064,4001,2.0
1002,2061,3064,4002,7.0
1002,2061,3064,4003,6.0
1002,2061,3064,4004,3.0
1002,2061,3064,4007,6.0
1002,2061,3064,4008,8.0
1002,2061,3064,4010,3.0
1002,2061,3064,4011,2.0
1002,2061,3064,4012,10.0
1002,2061,3064,4018,5.0
1002,2061,3064,4020,10.0
1002,2061,3064,4021,9.0
1002,2061,3064,4023,9.0
1002,2061,3064,4025,2.0
1002,2061,3064,4029,5.0
1002,2061,3064,4031,6.0
1002,2061,3064,4032,7.0
1002,2061,3064,4034,3.0
1002,2061,3064,4036,9.0
1002,2061,3064,4041,6.0
1002,2061,3064,4042,7.0
1002,2061,3064,4045,1.0
1002,2061,3064,4046,1.0
1002,2061,3064,4047,7.0
1002,2061,3064,4050,9.0
1003,2062,3040,4017,2.0
1003,2062,3043,4038,5.0
1003,2062,3057,4015,8.0
1003,2062,3060,4024,10.0
1003,2062,3060,4030,1.0
1003,2062,3060,4033,9.0
1003,2062,3061,4013,2.0
1003,2062,3061,4040,7.0
1003,2062,3062,4006,10.0
1003,2062,3062,4009,5.0
