building_1,location_1,location_2,building_2,assignment
1001,2003,3003,4001,5.0
1001,2003,3003,4003,6.0
1001,2003,3003,4004,9.0
1001,2003,3003,4005,3.0
1001,2003,3003,4006,6.0
1001,2003,3003,4007,9.0
1001,2003,3003,4008,4.0
1001,2003,3003,4009,7.0
1001,2003,3003,4010,8.0
1001,2003,3003,4011,10.0
1001,2003,3003,4012,2.0
1001,2003,3003,4013,4.0
1001,2003,3003,4014,6.0
1001,2003,3003,4015,10.0
1001,2003,3003,4016,7.0
1001,2003,3003,4018,7.0
1001,2003,3003,4019,5.0
1001,2003,3003,4020,1.0
1001,2003,3003,4021,4.0
1001,2003,3003,4023,7.0
1001,2003,3003,4025,5.0
1001,2003,3003,4026,8.0
1001,2003,3003,4027,9.0
1001,2003,3003,4028,7.0
1001,2003,3003,4029,9.0
1001,2003,3003,4030,2.0
1002,2003,3003,4001,7.0
1002,2003,3003,4003,7.0
1002,2003,3003,4004,9.0
1002,2003,3003,4005,6.0
1002,2003,3003,4006,4.0
1002,2003,3003,4007,8.0
1002,2003,3003,4008,8.0
1002,2003,3003,4009,2.0
1002,2003,3003,4010,2.0
1002,2003,3003,4011,5.0
1002,2003,3003,4012,6.0
1002,2003,3003,4013,6.0
1002,2003,3003,4015,7.0
1002,2003,3003,4017,5.0
1002,2003,3003,4018,9.0
1002,2003,3003,4019,8.0
1002,2003,3003,4021,8.0
1002,2003,3003,4022,6.0
1002,2003,3003,4023,1.0
1002,2003,3003,4024,5.0
1002,2003,3003,4025,6.0
1002,2003,3003,4026,7.0
1002,2003,3003,4027,7.0
1002,2003,3003,4028,2.0
1002,2003,3003,4029,4.0
1002,2003,3003,4030,9.0
1003,2003,3003,4001,6.0
1003,2003,3003,4002,8.0
1003,2003,3003,4003,9.0
1003,2003,3003,4004,9.0
1003,2003,3003,4005,10.0
1003,2003,3003,4006,5.0
1003,2003,3003,4007,5.0
1003,2003,3003,4008,7.0
1003,2003,3003,4011,3.0
1003,2003,3003,4012,9.0
1003,2003,3003,4013,7.0
1003,2003,3003,4014,9.0
1003,2003,3003,4015,4.0
1003,2003,3003,4016,7.0
1003,2003,3003,4018,9.0
1003,2003,3003,4019,2.0
1003,2003,3003,4020,7.0
1003,2003,3003,4021,6.0
1003,2003,3003,4022,5.0
1003,2003,3003,4024,4.0
1003,2003,3003,4025,4.0
1003,2003,3003,4026,6.0
1003,2003,3003,4028,8.0
1003,2003,3003,4029,2.0
1004,2003,3003,4001,1.0
1004,2003,3003,4002,7.0
