agent_id,origin_node_id,destination_node_id,customized_cost_link_type,customized_cost_link_value
1,1001,4001,1,5
2,1001,4002,1,0
3,1001,4003,1,6
4,1001,4004,1,9
5,1001,4005,1,3
6,1001,4006,1,6
7,1001,4007,1,9
8,1001,4008,1,4
9,1001,4009,1,7
10,1001,4010,1,8
11,1001,4011,1,10
12,1001,4012,1,2
13,1001,4013,1,4
14,1001,4014,1,6
15,1001,4015,1,10
16,1001,4016,1,7
17,1001,4017,1,0
18,1001,4018,1,7
19,1001,4019,1,5
20,1001,4020,1,1
21,1001,4021,1,4
22,1001,4022,1,0
23,1001,4023,1,7
24,1001,4024,1,0
25,1001,4025,1,5
26,1001,4026,1,8
27,1001,4027,1,9
28,1001,4028,1,7
29,1001,4029,1,9
30,1001,4030,1,2
31,1002,4001,1,7
32,1002,4002,1,0
33,1002,4003,1,7
34,1002,4004,1,9
35,1002,4005,1,6
36,1002,4006,1,4
37,1002,4007,1,8
38,1002,4008,1,8
39,1002,4009,1,2
40,1002,4010,1,2
41,1002,4011,1,5
42,1002,4012,1,6
43,1002,4013,1,6
44,1002,4014,1,0
45,1002,4015,1,7
46,1002,4016,1,0
47,1002,4017,1,5
48,1002,4018,1,9
49,1002,4019,1,8
50,1002,4020,1,0
51,1002,4021,1,8
52,1002,4022,1,6
53,1002,4023,1,1
54,1002,4024,1,5
55,1002,4025,1,6
56,1002,4026,1,7
57,1002,4027,1,7
58,1002,4028,1,2
59,1002,4029,1,4
60,1002,4030,1,9
61,1003,4001,1,6
62,1003,4002,1,8
63,1003,4003,1,9
64,1003,4004,1,9
65,1003,4005,1,10
66,1003,4006,1,5
67,1003,4007,1,5
68,1003,4008,1,7
69,1003,4009,1,0
70,1003,4010,1,0
71,1003,4011,1,3
72,1003,4012,1,9
73,1003,4013,1,7
74,1003,4014,1,9
75,1003,4015,1,4
76,1003,4016,1,7
77,1003,4017,1,0
78,1003,4018,1,9
79,1003,4019,1,2
80,1003,4020,1,7
81,1003,4021,1,6
82,1003,4022,1,5
83,1003,4023,1,0
84,1003,4024,1,4
85,1003,4025,1,4
86,1003,4026,1,6
87,1003,4027,1,0
88,1003,4028,1,8
89,1003,4029,1,2
90,1003,4030,1,0
91,1004,4001,1,1
92,1004,4002,1,7
93,1004,4003,1,5
94,1004,4004,1,3
95,1004,4005,1,2
96,1004,4006,1,7
97,1004,4007,1,5
98,1004,4008,1,10
99,1004,4009,1,10
100,1004,4010,1,8
101,1004,4011,1,1
102,1004,4012,1,5
103,1004,4013,1,5
104,1004,4014,1,6
105,1004,4015,1,6
106,1004,4016,1,9
107,1004,4017,1,4
108,1004,4018,1,5
109,1004,4019,1,6
110,1004,4020,1,4
111,1004,4021,1,1
112,1004,4022,1,6
113,1004,4023,1,8
114,1004,4024,1,9
115,1004,4025,1,8
116,1004,4026,1,4
117,1004,4027,1,8
118,1004,4028,1,8
119,1004,4029,1,2
120,1004,4030,1,5
121,1005,4001,1,10
122,1005,4002,1,7
123,1005,4003,1,0
124,1005,4004,1,5
125,1005,4005,1,2
126,1005,4006,1,9
127,1005,4007,1,6
128,1005,4008,1,5
129,1005,4009,1,9
130,1005,4010,1,1
131,1005,4011,1,5
132,1005,4012,1,4
133,1005,4013,1,9
134,1005,4014,1,4
135,1005,4015,1,9
136,1005,4016,1,3
137,1005,4017,1,8
138,1005,4018,1,5
139,1005,4019,1,8
140,1005,4020,1,7
