agent_id,origin_node_id,destination_node_id,customized_cost_link_type,customized_cost_link_value
1,1001,4001,1,4
2,1001,4002,1,2
3,1001,4003,1,8
4,1001,4004,1,4
5,1001,4005,1,1
6,1001,4006,1,4
7,1001,4007,1,3
8,1001,4008,1,7
9,1001,4009,1,4
10,1001,4010,1,7
11,1001,4011,1,9
12,1001,4012,1,7
13,1001,4013,1,9
14,1001,4014,1,9
15,1001,4015,1,1
16,1001,4016,1,5
17,1001,4017,1,0
18,1001,4018,1,0
19,1001,4019,1,0
20,1001,4020,1,5
21,1001,4021,1,5
22,1001,4022,1,0
23,1001,4023,1,8
24,1001,4024,1,0
25,1001,4025,1,5
26,1001,4026,1,2
27,1001,4027,1,1
28,1001,4028,1,0
29,1001,4029,1,5
30,1001,4030,1,0
31,1001,4031,1,3
32,1001,4032,1,4
33,1001,4033,1,9
34,1001,4034,1,1
35,1001,4035,1,7
36,1001,4036,1,6
37,1001,4037,1,8
38,1001,4038,1,6
39,1001,4039,1,3
40,1001,4040,1,10
41,1002,4001,1,0
42,1002,4002,1,4
43,1002,4003,1,3
44,1002,4004,1,10
45,1002,4005,1,9
46,1002,4006,1,4
47,1002,4007,1,7
48,1002,4008,1,0
49,1002,4009,1,0
50,1002,4010,1,4
51,1002,4011,1,5
52,1002,4012,1,10
53,1002,4013,1,6
54,1002,4014,1,1
55,1002,4015,1,7
56,1002,4016,1,0
57,1002,4017,1,1
58,1002,4018,1,0
59,1002,4019,1,10
60,1002,4020,1,5
61,1002,4021,1,2
62,1002,4022,1,3
63,1002,4023,1,9
64,1002,4024,1,7
65,1002,4025,1,3
66,1002,4026,1,5
67,1002,4027,1,2
68,1002,4028,1,2
69,1002,4029,1,0
70,1002,4030,1,10
71,1002,4031,1,3
72,1002,4032,1,7
73,1002,4033,1,1
74,1002,4034,1,0
75,1002,4035,1,10
76,1002,4036,1,0
77,1002,4037,1,8
78,1002,4038,1,0
79,1002,4039,1,4
80,1002,4040,1,10
81,1003,4001,1,4
82,1003,4002,1,0
83,1003,4003,1,5
84,1003,4004,1,10
85,1003,4005,1,8
86,1003,4006,1,10
87,1003,4007,1,3
88,1003,4008,1,4
89,1003,4009,1,5
90,1003,4010,1,10
91,1003,4011,1,6
92,1003,4012,1,10
93,1003,4013,1,4
94,1003,4014,1,9
95,1003,4015,1,5
96,1003,4016,1,0
97,1003,4017,1,4
98,1003,4018,1,4
99,1003,4019,1,6
100,1003,4020,1,5
101,1003,4021,1,9
102,1003,4022,1,4
103,1003,4023,1,9
104,1003,4024,1,5
105,1003,4025,1,3
106,1003,4026,1,5
107,1003,4027,1,3
108,1003,4028,1,1
109,1003,4029,1,5
110,1003,4030,1,3
111,1003,4031,1,6
112,1003,4032,1,9
113,1003,4033,1,6
114,1003,4034,1,0
115,1003,4035,1,0
116,1003,4036,1,1
117,1003,4037,1,2
118,1003,4038,1,2
119,1003,4039,1,8
120,1003,4040,1,1
121,1004,4001,1,5
122,1004,4002,1,10
123,1004,4003,1,5
124,1004,4004,1,8
