link_id,from_node_id,to_node_id,built_cost,trans_cost,link_type,acting_link_id
1,1001,2001,22,0,2,1
2,1001,2002,17,0,2,2
3,1001,2003,29,0,2,3
4,1001,2004,10,0,2,4
5,1001,2005,14,0,2,5
6,1001,2006,17,0,2,6
7,1001,2007,19,0,2,7
8,1001,2008,17,0,2,8
9,1001,2009,17,0,2,9
10,1001,2010,17,0,2,10
11,1001,2011,29,0,2,11
12,1001,2012,20,0,2,12
13,1001,2013,12,0,2,13
14,1001,2014,28,0,2,14
15,1001,2015,25,0,2,15
16,1001,2016,12,0,2,16
17,1001,2017,24,0,2,17
18,1001,2018,12,0,2,18
19,1001,2019,29,0,2,19
20,1001,2020,14,0,2,20
21,1001,2021,21,0,2,21
22,1001,2022,19,0,2,22
23,1001,2023,14,0,2,23
24,1001,2024,25,0,2,24
25,1001,2025,15,0,2,25
26,1001,2026,26,0,2,26
27,1001,2027,16,0,2,27
28,1001,2028,19,0,2,28
29,1001,2029,10,0,2,29
30,1001,2030,26,0,2,30
31,1001,2031,28,0,2,31
32,1001,2032,30,0,2,32
33,1001,2033,20,0,2,33
34,1001,2034,24,0,2,34
35,1001,2035,12,0,2,35
36,1001,2036,30,0,2,36
37,1002,2001,18,0,2,37
38,1002,2002,11,0,2,38
39,1002,2003,30,0,2,39
40,1002,2004,18,0,2,40
41,1002,2005,22,0,2,41
42,1002,2006,11,0,2,42
43,1002,2007,14,0,2,43
44,1002,2008,21,0,2,44
45,1002,2009,19,0,2,45
46,1002,2010,12,0,2,46
47,1002,2011,24,0,2,47
48,1002,2012,11,0,2,48
49,1002,2013,17,0,2,49
50,1002,2014,29,0,2,50
51,1002,2015,24,0,2,51
52,1002,2016,25,0,2,52
53,1002,2017,30,0,2,53
54,1002,2018,27,0,2,54
55,1002,2019,30,0,2,55
56,1002,2020,25,0,2,56
57,1002,2021,25,0,2,57
58,1002,2022,10,0,2,58
59,1002,2023,30,0,2,59
60,1002,2024,28,0,2,60
61,1002,2025,16,0,2,61
62,1002,2026,10,0,2,62
63,1002,2027,13,0,2,63
64,1002,2028,13,0,2,64
65,1002,2029,13,0,2,65
66,1002,2030,16,0,2,66
67,1002,2031,11,0,2,67
68,1002,2032,18,0,2,68
69,1002,2033,26,0,2,69
70,1002,2034,17,0,2,70
71,1002,2035,11,0,2,71
72,1002,2036,14,0,2,72
73,1003,2001,15,0,2,73
74,1003,2002,28,0,2,74
75,1003,2003,29,0,2,75
76,1003,2004,27,0,2,76
77,1003,2005,13,0,2,77
78,1003,2006,14,0,2,78
79,1003,2007,14,0,2,79
80,1003,2008,20,0,2,80
81,1003,2009,26,0,2,81
82,1003,2010,25,0,2,82
83,1003,2011,16,0,2,83
84,1003,2012,11,0,2,84
85,1003,2013,20,0,2,85
86,1003,2014,30,0,2,86
87,1003,2015,19,0,2,87
88,1003,2016,27,0,2,88
89,1003,2017,27,0,2,89
90,1003,2018,19,0,2,90
91,1003,2019,28,0,2,91
92,1003,2020,29,0,2,92
93,1003,2021,24,0,2,93
94,1003,2022,15,0,2,94
95,1003,2023,22,0,2,95
96,1003,2024,13,0,2,96
97,1003,2025,19,0,2,97
98,1003,2026,19,0,2,98
99,1003,2027,30,0,2,99
100,1003,2028,10,0,2,100
101,1003,2029,23,0,2,101
102,1003,2030,13,0,2,102
103,1003,2031,17,0,2,103
104,1003,2032,13,0,2,104
105,1003,2033,10,0,2,105
106,1003,2034,20,0,2,106
107,1003,2035,21,0,2,107
108,1003,2036,14,0,2,108
