building_1,location_1,location_2,building_2,assignment
1001,2003,3001,4060,3.0
1001,2003,3002,4001,3.0
1001,2003,3002,4005,3.0
1001,2003,3002,4006,10.0
1001,2003,3002,4007,4.0
1001,2003,3002,4009,9.0
1001,2003,3002,4016,3.0
1001,2003,3002,4021,4.0
1001,2003,3002,4022,1.0
1001,2003,3002,4023,3.0
1001,2003,3002,4024,6.0
1001,2003,3002,4030,9.0
1001,2003,3002,4033,8.0
1001,2003,3002,4034,3.0
1001,2003,3002,4035,6.0
1001,2003,3002,4037,6.0
1001,2003,3002,4041,7.0
1001,2003,3002,4042,6.0
1001,2003,3002,4044,1.0
1001,2003,3002,4047,3.0
1001,2003,3002,4049,10.0
1001,2003,3002,4051,2.0
1001,2003,3002,4052,7.0
1001,2003,3002,4053,6.0
1001,2003,3002,4057,6.0
1001,2003,3002,4058,8.0
1001,2003,3002,4059,4.0
1001,2003,3003,4002,4.0
1001,2003,3003,4003,8.0
1001,2003,3003,4012,2.0
1001,2003,3003,4017,6.0
1001,2003,3003,4040,5.0
1001,2003,3003,4045,10.0
1001,2003,3003,4054,3.0
1001,2003,3004,4027,2.0
1001,2003,3004,4032,6.0
1001,2003,3004,4046,5.0
1001,2003,3005,4026,3.0
1001,2003,3005,4043,2.0
1001,2003,3006,4048,10.0
1001,2003,3007,4029,9.0
1001,2003,3008,4019,2.0
1001,2003,3009,4036,3.0
1001,2003,3011,4008,6.0
1001,2003,3011,4028,1.0
1001,2003,3022,4004,4.0
1001,2003,3049,4011,7.0
1001,2003,3049,4013,2.0
1001,2003,3049,4018,5.0
1001,2003,3049,4020,5.0
1001,2003,3049,4025,3.0
1001,2003,3049,4038,4.0
1001,2003,3049,4055,2.0
1002,2002,3001,4060,2.0
1002,2002,3002,4001,2.0
1002,2002,3002,4005,4.0
1002,2002,3002,4006,8.0
1002,2002,3002,4007,5.0
1002,2002,3002,4009,10.0
1002,2002,3002,4010,10.0
1002,2002,3002,4014,3.0
1002,2002,3002,4015,2.0
1002,2002,3002,4016,1.0
1002,2002,3002,4021,6.0
1002,2002,3002,4022,7.0
1002,2002,3002,4023,7.0
1002,2002,3002,4024,3.0
1002,2002,3002,4030,9.0
1002,2002,3002,4034,3.0
1002,2002,3002,4035,1.0
1002,2002,3002,4037,7.0
1002,2002,3002,4041,9.0
1002,2002,3002,4042,1.0
1002,2002,3002,4044,4.0
1002,2002,3002,4049,5.0
1002,2002,3002,4051,4.0
1002,2002,3002,4052,8.0
1002,2002,3002,4053,2.0
1002,2002,3002,4057,2.0
1002,2002,3002,4058,6.0
1002,2002,3002,4059,8.0
1002,2002,3003,4002,10.0
1002,2002,3003,4003,9.0
1002,2002,3003,4012,9.0
1002,2002,3003,4017,1.0
1002,2002,3003,4040,9.0
1002,2002,3003,4045,6.0
1002,2002,3003,4050,7.0
1002,2002,3003,4056,5.0
1002,2002,3004,4032,7.0
1002,2002,3004,4039,3.0
1002,2002,3004,4046,10.0
1002,2002,3005,4026,9.0
