building_1,location_1,location_2,building_2,assignment
1001,2011,3011,4001,4.0
1001,2011,3011,4002,2.0
1001,2011,3011,4003,8.0
1001,2011,3011,4004,4.0
1001,2011,3011,4005,1.0
1001,2011,3011,4006,4.0
1001,2011,3011,4007,3.0
1001,2011,3011,4008,7.0
1001,2011,3011,4009,4.0
1001,2011,3011,4010,7.0
1001,2011,3011,4011,9.0
1001,2011,3011,4012,7.0
1001,2011,3011,4013,9.0
1001,2011,3011,4014,9.0
1001,2011,3011,4015,1.0
1001,2011,3011,4016,5.0
1001,2011,3011,4020,5.0
1001,2011,3011,4021,5.0
1001,2011,3011,4023,8.0
1001,2011,3011,4025,5.0
1001,2011,3011,4026,2.0
1001,2011,3011,4027,1.0
1001,2011,3011,4029,5.0
1001,2011,3011,4031,3.0
1001,2011,3011,4032,4.0
1001,2011,3011,4033,9.0
1001,2011,3011,4034,1.0
1001,2011,3011,4035,7.0
1001,2011,3011,4036,6.0
1001,2011,3011,4037,8.0
1001,2011,3011,4038,6.0
1001,2011,3011,4039,3.0
1001,2011,3011,4040,10.0
1002,2011,3011,4002,4.0
1002,2011,3011,4003,3.0
1002,2011,3011,4004,10.0
1002,2011,3011,4005,9.0
1002,2011,3011,4006,4.0
1002,2011,3011,4007,7.0
1002,2011,3011,4010,4.0
1002,2011,3011,4011,5.0
1002,2011,3011,4012,10.0
1002,2011,3011,4013,6.0
1002,2011,3011,4014,1.0
1002,2011,3011,4015,7.0
1002,2011,3011,4017,1.0
1002,2011,3011,4019,10.0
1002,2011,3011,4020,5.0
1002,2011,3011,4021,2.0
1002,2011,3011,4022,3.0
1002,2011,3011,4023,9.0
1002,2011,3011,4024,7.0
1002,2011,3011,4025,3.0
1002,2011,3011,4026,5.0
1002,2011,3011,4027,2.0
1002,2011,3011,4028,2.0
1002,2011,3011,4030,10.0
1002,2011,3011,4031,3.0
1002,2011,3011,4032,7.0
1002,2011,3011,4033,1.0
1002,2011,3011,4035,10.0
1002,2011,3011,4037,8.0
1002,2011,3011,4039,4.0
1002,2011,3011,4040,10.0
1003,2011,3011,4001,4.0
1003,2011,3011,4003,5.0
1003,2011,3011,4004,10.0
1003,2011,3011,4005,8.0
1003,2011,3011,4006,10.0
1003,2011,3011,4007,3.0
1003,2011,3011,4008,4.0
1003,2011,3011,4009,5.0
1003,2011,3011,4010,10.0
1003,2011,3011,4011,6.0
1003,2011,3011,4012,10.0
1003,2011,3011,4013,4.0
1003,2011,3011,4014,9.0
1003,2011,3011,4015,5.0
1003,2011,3011,4017,4.0
1003,2011,3011,4018,4.0
1003,2011,3011,4019,6.0
1003,2011,3011,4020,5.0
1003,2011,3011,4021,9.0
1003,2011,3011,4022,4.0
1003,2011,3011,4023,9.0
1003,2011,3011,4024,5.0
1003,2011,3011,4025,3.0
1003,2011,3011,4026,5.0
1003,2011,3011,4027,3.0
1003,2011,3011,4028,1.0
1003,2011,3011,4029,5.0
1003,2011,3011,4030,3.0
1003,2011,3011,4031,6.0
1003,2011,3011,4032,9.0
1003,2011,3011,4033,6.0
1003,2011,3011,4036,1.0
1003,2011,3011,4037,2.0
1003,2011,3011,4038,2.0
1003,2011,3011,4039,8.0
1003,2011,3011,4040,1.0
1004,2011,3011,4001,5.0
1004,2011,3011,4002,10.0
1004,2011,3011,4003,5.0
1004,2011,3011,4004,8.0
1004,2011,3011,4005,1.0
1004,2011,3011,4006,1.0
1004,2011,3011,4008,8.0
1004,2011,3011,4009,8.0
1004,2011,3011,4010,4.0
1004,2011,3011,4011,4.0
1004,2011,3011,4012,1.0
1004,2011,3011,4013,3.0
1004,2011,3011,4014,6.0
1004,2011,3011,4015,9.0
1004,2011,3011,4016,8.0
1004,2011,3011,4017,4.0
1004,2011,3011,4018,5.0
1004,2011,3011,4019,7.0
1004,2011,3011,4020,6.0
1004,2011,3011,4021,4.0
1004,2011,3011,4022,8.0
1004,2011,3011,4023,1.0
1004,2011,3011,4024,6.0
1004,2011,3011,4025,9.0
1004,2011,3011,4026,9.0
1004,2011,3011,4027,3.0
1004,2011,3011,4029,6.0
1004,2011,3011,4031,4.0
1004,2011,3011,4032,4.0
1004,2011,3011,4033,2.0
1004,2011,3011,4034,6.0
1004,2011,3011,4035,3.0
1004,2011,3011,4036,8.0
1004,2011,3011,4038,7.0
1004,2011,3011,4039,8.0
1004,2011,3011,4040,4.0
1005,2011,3011,4001,7.0
1005,2011,3011,4002,2.0
1005,2011,3011,4003,5.0
1005,2011,3011,4004,8.0
1005,2011,3011,4005,7.0
1005,2011,3011,4006,8.0
1005,2011,3011,4007,10.0
1005,2011,3011,4010,8.0
1005,2011,3011,4011,9.0
1005,2011,3011,4012,10.0
1005,2011,3011,4013,10.0
1005,2011,3011,4014,10.0
1005,2011,3011,4015,8.0
1005,2011,3011,4016,8.0
1005,2011,3011,4017,6.0
1005,2011,3011,4019,1.0
1005,2011,3011,4020,9.0
1005,2011,3011,4021,9.0
1005,2011,3011,4023,1.0
1005,2011,3011,4024,5.0
1005,2011,3011,4025,7.0
1005,2011,3011,4027,2.0
1005,2011,3011,4028,4.0
1005,2011,3011,4029,8.0
1005,2011,3011,4030,10.0
1005,2011,3011,4032,3.0
1005,2011,3011,4033,10.0
1005,2011,3011,4034,2.0
1005,2011,3011,4035,5.0
1005,2011,3011,4036,8.0
1005,2011,3011,4038,10.0
1005,2011,3011,4039,8.0
1005,2011,3011,4040,4.0
1006,2011,3011,4001,2.0
1006,2011,3011,4002,5.0
1006,2011,3011,4004,2.0
1006,2011,3011,4005,3.0
1006,2011,3011,4007,2.0
1006,2011,3011,4008,4.0
1006,2011,3011,4009,2.0
1006,2011,3011,4010,4.0
1006,2011,3011,4012,3.0
1006,2011,3011,4013,7.0
1006,2011,3011,4014,4.0
1006,2011,3011,4015,3.0
1006,2011,3011,4016,2.0
1006,2011,3011,4017,5.0
1006,2011,3011,4018,1.0
1006,2011,3011,4019,5.0
1006,2011,3011,4021,9.0
1006,2011,3011,4022,5.0
1006,2011,3011,4023,1.0
1006,2011,3011,4024,9.0
1006,2011,3011,4025,2.0
1006,2011,3011,4026,10.0
1006,2011,3011,4027,1.0
1006,2011,3011,4028,3.0
1006,2011,3011,4029,3.0
1006,2011,3011,4030,4.0
1006,2011,3011,4031,1.0
1006,2011,3011,4033,8.0
1006,2011,3011,4034,10.0
1006,2011,3011,4035,3.0
1006,2011,3011,4036,5.0
1006,2011,3011,4037,9.0
1006,2011,3011,4038,2.0
1006,2011,3011,4039,8.0
1007,2011,3011,4001,3.0
1007,2011,3011,4002,7.0
1007,2011,3011,4003,1.0
1007,2011,3011,4004,1.0
1007,2011,3011,4005,2.0
1007,2011,3011,4006,5.0
1007,2011,3011,4007,7.0
1007,2011,3011,4008,3.0
1007,2011,3011,4009,4.0
1007,2011,3011,4010,10.0
1007,2011,3011,4011,6.0
1007,2011,3011,4012,2.0
1007,2011,3011,4013,2.0
