agent_id,origin_node_id,destination_node_id,customized_cost_link_type,customized_cost_link_value
1,1001,4001,1,3
2,1001,4002,1,4
3,1001,4003,1,8
4,1001,4004,1,4
5,1001,4005,1,3
6,1001,4006,1,10
7,1001,4007,1,4
8,1001,4008,1,6
9,1001,4009,1,9
10,1001,4010,1,0
11,1001,4011,1,7
12,1001,4012,1,2
13,1001,4013,1,2
14,1001,4014,1,0
15,1001,4015,1,0
16,1001,4016,1,3
17,1001,4017,1,6
18,1001,4018,1,5
19,1001,4019,1,2
20,1001,4020,1,5
21,1001,4021,1,4
22,1001,4022,1,1
23,1001,4023,1,3
24,1001,4024,1,6
25,1001,4025,1,3
26,1001,4026,1,3
27,1001,4027,1,2
28,1001,4028,1,1
29,1001,4029,1,9
30,1001,4030,1,9
31,1001,4031,1,0
32,1001,4032,1,6
33,1001,4033,1,8
34,1001,4034,1,3
35,1001,4035,1,6
36,1001,4036,1,3
37,1001,4037,1,6
38,1001,4038,1,4
39,1001,4039,1,0
40,1001,4040,1,5
41,1001,4041,1,7
42,1001,4042,1,6
43,1001,4043,1,2
44,1001,4044,1,1
45,1001,4045,1,10
46,1001,4046,1,5
47,1001,4047,1,3
48,1001,4048,1,10
49,1001,4049,1,10
50,1001,4050,1,0
51,1002,4001,1,2
52,1002,4002,1,7
53,1002,4003,1,6
54,1002,4004,1,3
55,1002,4005,1,2
56,1002,4006,1,0
57,1002,4007,1,6
58,1002,4008,1,8
59,1002,4009,1,4
60,1002,4010,1,3
61,1002,4011,1,2
62,1002,4012,1,10
63,1002,4013,1,9
64,1002,4014,1,4
65,1002,4015,1,4
66,1002,4016,1,8
67,1002,4017,1,5
68,1002,4018,1,5
69,1002,4019,1,10
70,1002,4020,1,10
71,1002,4021,1,9
72,1002,4022,1,9
73,1002,4023,1,9
74,1002,4024,1,3
75,1002,4025,1,2
76,1002,4026,1,1
77,1002,4027,1,1
78,1002,4028,1,1
79,1002,4029,1,5
80,1002,4030,1,2
81,1002,4031,1,6
82,1002,4032,1,7
83,1002,4033,1,7
84,1002,4034,1,3
85,1002,4035,1,4
86,1002,4036,1,9
87,1002,4037,1,0
88,1002,4038,1,0
89,1002,4039,1,0
90,1002,4040,1,9
91,1002,4041,1,6
92,1002,4042,1,7
93,1002,4043,1,0
94,1002,4044,1,3
95,1002,4045,1,1
96,1002,4046,1,1
97,1002,4047,1,7
98,1002,4048,1,6
99,1002,4049,1,3
100,1002,4050,1,9
101,1003,4001,1,9
102,1003,4002,1,1
103,1003,4003,1,4
104,1003,4004,1,4
105,1003,4005,1,6
106,1003,4006,1,10
107,1003,4007,1,0
108,1003,4008,1,3
109,1003,4009,1,5
110,1003,4010,1,7
111,1003,4011,1,4
112,1003,4012,1,8
113,1003,4013,1,2
114,1003,4014,1,0
115,1003,4015,1,8
116,1003,4016,1,5
117,1003,4017,1,2
118,1003,4018,1,6
119,1003,4019,1,8
120,1003,4020,1,2
121,1003,4021,1,8
122,1003,4022,1,6
123,1003,4023,1,8
124,1003,4024,1,10
125,1003,4025,1,9
126,1003,4026,1,1
127,1003,4027,1,10
128,1003,4028,1,2
129,1003,4029,1,4
130,1003,4030,1,1
131,1003,4031,1,7
132,1003,4032,1,0
133,1003,4033,1,9
134,1003,4034,1,0
135,1003,4035,1,0
136,1003,4036,1,7
137,1003,4037,1,3
138,1003,4038,1,5
139,1003,4039,1,5
140,1003,4040,1,7
141,1003,4041,1,3
142,1003,4042,1,0
143,1003,4043,1,2
144,1003,4044,1,3
145,1003,4045,1,1
146,1003,4046,1,1
147,1003,4047,1,1
148,1003,4048,1,10
149,1003,4049,1,4
150,1003,4050,1,9
151,1004,4001,1,6
152,1004,4002,1,2
153,1004,4003,1,5
154,1004,4004,1,7
155,1004,4005,1,0
156,1004,4006,1,3
157,1004,4007,1,1
158,1004,4008,1,2
159,1004,4009,1,2
160,1004,4010,1,8
161,1004,4011,1,2
162,1004,4012,1,3
163,1004,4013,1,6
164,1004,4014,1,0
165,1004,4015,1,3
166,1004,4016,1,5
167,1004,4017,1,0
168,1004,4018,1,6
169,1004,4019,1,4
170,1004,4020,1,0
171,1004,4021,1,0
172,1004,4022,1,9
173,1004,4023,1,5
174,1004,4024,1,6
175,1004,4025,1,6
176,1004,4026,1,7
177,1004,4027,1,10
178,1004,4028,1,0
